text,intent
How can I improve nutrition as soon as possible,diet_suggestion
I need transport assistance please,transport_booking
Urgently I cannot sleep because of stress because I need help,emotional_support
Now Please remind me about medicines please,medication_reminder
Kindly Can you book cab for hospital,transport_booking
Hey i feel helpless today because i need help,emotional_support
Hey Can you help me visit a doctor please,doctor_booking
I feel depressed today right now,emotional_support
Today Book doctor appointment for me please,doctor_booking
Can you Suggest chair yoga for seniors please,exercise_suggestion
Hey Recommend balanced diet please,diet_suggestion
Hey Nobody talks to me anymore please,emotional_support
Please Mujhe exercise suggest karo,exercise_suggestion
Hey Suggest healthy food for elderly for me,diet_suggestion
Today I need transport assistance for me,transport_booking
Can you I feel isolated for me,emotional_support
I feel mentally exhausted,emotional_support
Can you Book doctor appointment for me right now,doctor_booking
Urgently Suggest healthy food for elderly right now,diet_suggestion
Can you i feel worried about my future please,emotional_support
Please When should I take insulin,medication_reminder
Please Mujhe doctor appointment chahiye right now,doctor_booking
Now How can I stay active please,exercise_suggestion
Hey book transport for hospital visit because i need help,transport_booking
I am feeling helpless today,emotional_support
Now Mujhe doctor appointment chahiye as soon as possible,doctor_booking
Can you How can I stay active because I need help,exercise_suggestion
Now Recommend healthy food for elderly for me,diet_suggestion
Urgently I need help reaching hospital for me,transport_booking
Now I miss my family today,emotional_support
Kindly doctor appointment book koro,doctor_booking
What foods improve energy right now,diet_suggestion
Can you Transport arrange koro as soon as possible,transport_booking
Kindly i forgot my blood pressure medicine,medication_reminder
What should I eat for good health today,diet_suggestion
I am feeling emotionally broken for me,emotional_support
Hey i need a doctor consultation for me,doctor_booking
Now recommend diabetic diet please,diet_suggestion
Now i am feeling mentally exhausted right now,emotional_support
Hey how can i improve nutrition,diet_suggestion
I forgot to take my tablets for me,medication_reminder
Hey Doctor appointment book koro right now,doctor_booking
Today What should I eat for good health,diet_suggestion
Urgently Book transport for hospital visit because I need help,transport_booking
Kindly i feel depressed today today,emotional_support
Urgently Suggest yoga for elderly for me,exercise_suggestion
Hey What should I eat for good health as soon as possible,diet_suggestion
Kindly i need help reaching hospital for me,transport_booking
Urgently I feel nervous and anxious because I need help,emotional_support
Now Please remind me to take my pills as soon as possible,medication_reminder
Today Please help me contact a doctor right now,doctor_booking
Today suggest chair yoga for seniors today,exercise_suggestion
Hey I feel nervous and anxious as soon as possible,emotional_support
Now I forgot to take my tablets please,medication_reminder
Please recommend soft food for elderly please,diet_suggestion
Hey Mujhe hospital jane ke liye cab chahiye,transport_booking
Hey I feel lonely today as soon as possible,emotional_support
Please I need medicine reminder support today,medication_reminder
Can you please help me contact a doctor today,doctor_booking
Hey Recommend light exercise,exercise_suggestion
Today Suggest diabetic diet because I need help,diet_suggestion
Now Can you book cab for hospital for me,transport_booking
Today I feel lonely today please,emotional_support
Can you please remind me to take my pills today,medication_reminder
Today Can you help me visit a doctor as soon as possible,doctor_booking
Please i am feeling emotionally down right now,emotional_support
Kindly Exercise suggest koro today,exercise_suggestion
Urgently I need help reaching hospital right now,transport_booking
Today I miss my family as soon as possible,emotional_support
Book doctor appointment for me as soon as possible,doctor_booking
Today Recommend yoga for elderly for me,exercise_suggestion
Hey Suggest healthy food for elderly,diet_suggestion
Hey Help me travel to doctor clinic today,transport_booking
Now How can I stay active today,exercise_suggestion
Now How can I improve nutrition today,diet_suggestion
I feel emotionally broken,emotional_support
Urgently Mujhe healthy diet chahiye for me,diet_suggestion
Hey Mujhe hospital jane ke liye cab chahiye for me,transport_booking
Can you I am feeling anxious about my health please,emotional_support
Now Healthy khabar suggest koro for me,diet_suggestion
I need transport assistance right now,transport_booking
Kindly I feel nervous and anxious please,emotional_support
Medicine khete bhule gechi,medication_reminder
Hey Healthy khabar suggest koro because I need help,diet_suggestion
Now Mujhe hospital jane ke liye cab chahiye,transport_booking
Today i feel anxious about my health as soon as possible,emotional_support
Urgently Exercise suggest koro because I need help,exercise_suggestion
Urgently I missed my diabetes tablet because I need help,medication_reminder
Hey Book doctor appointment for me,doctor_booking
Now What should I eat for good health please,diet_suggestion
Kindly I feel nervous and anxious as soon as possible,emotional_support
Today Healthy khabar suggest koro as soon as possible,diet_suggestion
Kindly i need help reaching hospital as soon as possible,transport_booking
Now I am feeling emotionally down because I need help,emotional_support
Hey recommend healthy food for elderly please,diet_suggestion
Hey Help me arrange transportation please,transport_booking
I need someone to talk to today,emotional_support
I need medicine reminder support because i need help,medication_reminder
Hey doctor appointment book koro as soon as possible,doctor_booking
Urgently suggest walking exercises as soon as possible,exercise_suggestion
Please How can I improve nutrition,diet_suggestion
Hey Help me arrange transportation as soon as possible,transport_booking
Please i am feeling emotionally weak for me,emotional_support
I need medical consultation,doctor_booking
Now mujhe exercise suggest karo because i need help,exercise_suggestion
Urgently can you book cab for hospital for me,transport_booking
Urgently I am feeling emotionally down,emotional_support
Now i need medical consultation please,doctor_booking
Suggest soft food for elderly,diet_suggestion
Now Can you help me visit a doctor for me,doctor_booking
Today How can I improve mobility please,exercise_suggestion
Kindly I am feeling nervous and anxious as soon as possible,emotional_support
Now Please remind me about medicines as soon as possible,medication_reminder
Today How can I stay active as soon as possible,exercise_suggestion
Please i feel very unhappy today because i need help,emotional_support
Hey Mujhe medicine lena yaad dilao because I need help,medication_reminder
Kindly Can elderly people do stretching right now,exercise_suggestion
Please Healthy khabar suggest koro for me,diet_suggestion
Kindly help me arrange transportation because i need help,transport_booking
Can you I feel mentally exhausted today,emotional_support
Hey Help me arrange transportation for me,transport_booking
Please I cannot sleep because of stress for me,emotional_support
Urgently I forgot my blood pressure medicine right now,medication_reminder
Can you help me visit a doctor today,doctor_booking
Now What should I eat for good health,diet_suggestion
Help me arrange transportation please,transport_booking
Please I miss my family as soon as possible,emotional_support
Now I need medicine reminder support please,medication_reminder
Today I am feeling anxious about my health,emotional_support
Now when should i take insulin please,medication_reminder
Urgently Please help me contact a doctor because I need help,doctor_booking
Book transport for hospital visit because I need help,transport_booking
Now please remind me to take my pills for me,medication_reminder
Now Suggest yoga for elderly because I need help,exercise_suggestion
Can you healthy khabar suggest koro because i need help,diet_suggestion
Please I am feeling emotionally broken for me,emotional_support
Today Can you help me visit a doctor,doctor_booking
What should I eat for good health because I need help,diet_suggestion
Can you I am feeling sad and alone for me,emotional_support
Hey I need medicine reminder support as soon as possible,medication_reminder
Please I need a doctor consultation as soon as possible,doctor_booking
Today i am feeling emotionally broken please,emotional_support
Mujhe medicine lena yaad dilao right now,medication_reminder
Please I need medical consultation for me,doctor_booking
Hey suggest yoga for elderly today,exercise_suggestion
Hey Suggest diabetic diet right now,diet_suggestion
Can you Remind me to take my medicine today,medication_reminder
Kindly suggest yoga for elderly because i need help,exercise_suggestion
Urgently Recommend diabetic diet as soon as possible,diet_suggestion
Please Book transport for hospital visit because I need help,transport_booking
Hey I feel emotionally broken for me,emotional_support
Urgently mujhe medicine lena yaad dilao please,medication_reminder
Now I need medical consultation today,doctor_booking
Today How can I stay active today,exercise_suggestion
Kindly I am feeling mentally exhausted,emotional_support
Please Suggest walking exercises please,exercise_suggestion
Kindly Recommend balanced diet for me,diet_suggestion
Please i need help reaching hospital because i need help,transport_booking
Today I need medicine reminder support right now,medication_reminder
Can you Suggest diabetic diet right now,diet_suggestion
Kindly I need help reaching hospital,transport_booking
Can you Nobody talks to me anymore right now,emotional_support
Please Remind me to take my medicine please,medication_reminder
Kindly i want to schedule a health checkup because i need help,doctor_booking
How can I stay active as soon as possible,exercise_suggestion
Please can you book cab for hospital because i need help,transport_booking
Hey nobody talks to me anymore for me,emotional_support
Kindly Please remind me about medicines because I need help,medication_reminder
Please Recommend diabetic diet because I need help,diet_suggestion
Can you book cab for hospital today,transport_booking
Hey I am feeling emotionally down please,emotional_support
Urgently How can I improve nutrition for me,diet_suggestion
Hey i need transport assistance for me,transport_booking
Now remind me to take my medicine please,medication_reminder
Urgently Suggest diabetic diet right now,diet_suggestion
Please Mujhe hospital jane ke liye cab chahiye as soon as possible,transport_booking
Kindly i am feeling mentally stressed today,emotional_support
Today Mujhe doctor appointment chahiye as soon as possible,doctor_booking
Please Recommend simple exercise for me right now,exercise_suggestion
Can you Transport arrange koro because I need help,transport_booking
Today I am feeling isolated,emotional_support
Hey I want to schedule a health checkup please,doctor_booking
Can you Suggest walking exercises for me,exercise_suggestion
Now Suggest soft food for elderly for me,diet_suggestion
Now I need help reaching hospital because I need help,transport_booking
Now I feel ignored by everyone right now,emotional_support
I feel depressed today 6440,emotional_support
Mujhe medicine lena yaad dilao 9743,medication_reminder
I need medical consultation 1042,doctor_booking
Mujhe exercise suggest karo 3419,exercise_suggestion
Healthy khabar suggest koro 2073,diet_suggestion
I need transport assistance 2902,transport_booking
I cannot sleep because of stress 4679,emotional_support
Medicine khete bhule gechi 363,medication_reminder
Book doctor appointment for me 9383,doctor_booking
Exercise suggest koro 5020,exercise_suggestion
How can I improve nutrition 1435,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 3038,transport_booking
I need someone to talk to 9764,emotional_support
Please remind me about medicines 5294,medication_reminder
Mujhe doctor appointment chahiye 9433,doctor_booking
Mujhe exercise suggest karo 6506,exercise_suggestion
Healthy khabar suggest koro 7319,diet_suggestion
Help me arrange transportation 1849,transport_booking
I feel sad and alone 222,emotional_support
I forgot to take my tablets 4525,medication_reminder
Can you help me visit a doctor 3926,doctor_booking
Exercise suggest koro 9643,exercise_suggestion
What should I eat for good health 4354,diet_suggestion
Help me arrange transportation 6305,transport_booking
I feel emotionally weak 4685,emotional_support
Remind me to take my medicine 4339,medication_reminder
I want to schedule a health checkup 4061,doctor_booking
Can elderly people do stretching 6807,exercise_suggestion
What should I eat for good health 4932,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 5062,transport_booking
I feel isolated 915,emotional_support
I forgot to take my tablets 9283,medication_reminder
I need medical consultation 3605,doctor_booking
Suggest chair yoga for seniors 3703,exercise_suggestion
What should I eat for good health 297,diet_suggestion
Book transport for hospital visit 8752,transport_booking
I feel emotionally weak 8122,emotional_support
Please remind me to take my pills 5838,medication_reminder
Can you help me visit a doctor 2328,doctor_booking
Recommend light exercise 1301,exercise_suggestion
Mujhe healthy diet chahiye 8995,diet_suggestion
I need help reaching hospital 1514,transport_booking
I feel nervous and anxious 4602,emotional_support
Medicine khete bhule gechi 2563,medication_reminder
I want to schedule a health checkup 5944,doctor_booking
How can I stay active 2888,exercise_suggestion
What foods improve energy 8282,diet_suggestion
I need help reaching hospital 4256,transport_booking
I feel depressed today 8161,emotional_support
Remind me to take my medicine 1843,medication_reminder
Please help me contact a doctor 3179,doctor_booking
Can elderly people do stretching 415,exercise_suggestion
How can I improve nutrition 6733,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 2419,transport_booking
I feel sad and alone 7287,emotional_support
I forgot to take my tablets 7422,medication_reminder
Can you help me visit a doctor 9459,doctor_booking
Mujhe exercise suggest karo 6559,exercise_suggestion
Mujhe healthy diet chahiye 6664,diet_suggestion
Can you book cab for hospital 3195,transport_booking
I feel ignored by everyone 56,emotional_support
I forgot my blood pressure medicine 4566,medication_reminder
Book doctor appointment for me 765,doctor_booking
Exercise suggest koro 2499,exercise_suggestion
Suggest soft food for elderly 8799,diet_suggestion
I need transport assistance 403,transport_booking
I feel emotionally broken 5333,emotional_support
Please remind me to take my pills 748,medication_reminder
Book doctor appointment for me 415,doctor_booking
Can elderly people do stretching 7928,exercise_suggestion
Recommend nutrition plan 2098,diet_suggestion
I need transport assistance 5066,transport_booking
I feel anxious about my health 5240,emotional_support
I forgot to take my tablets 3193,medication_reminder
I need a doctor consultation 6971,doctor_booking
Suggest yoga for elderly 9900,exercise_suggestion
Healthy khabar suggest koro 3715,diet_suggestion
I need transport assistance 3566,transport_booking
I need someone to talk to 8669,emotional_support
I forgot my blood pressure medicine 8100,medication_reminder
Can you help me visit a doctor 575,doctor_booking
Suggest walking exercises 1993,exercise_suggestion
Suggest diabetic diet 6195,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 5752,transport_booking
I feel mentally stressed 8489,emotional_support
Mujhe medicine lena yaad dilao 2884,medication_reminder
Book doctor appointment for me 9846,doctor_booking
Can elderly people do stretching 9431,exercise_suggestion
Suggest soft food for elderly 4033,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 2095,transport_booking
I feel emotionally broken 5772,emotional_support
I missed my diabetes tablet 3845,medication_reminder
Can you help me visit a doctor 2769,doctor_booking
Can elderly people do stretching 7254,exercise_suggestion
Suggest diabetic diet 3115,diet_suggestion
Help me arrange transportation 24,transport_booking
I feel scared about my condition 5958,emotional_support
I forgot to take my tablets 3639,medication_reminder
Mujhe doctor appointment chahiye 3695,doctor_booking
Can elderly people do stretching 3714,exercise_suggestion
What foods improve energy 6994,diet_suggestion
I need transport assistance 8312,transport_booking
I feel emotionally broken 570,emotional_support
I forgot to take my tablets 6507,medication_reminder
I need a doctor consultation 803,doctor_booking
Recommend simple exercise for me 7523,exercise_suggestion
Suggest healthy food for elderly 8380,diet_suggestion
Help me arrange transportation 6375,transport_booking
I am feeling emotionally down 8157,emotional_support
I forgot my blood pressure medicine 8285,medication_reminder
Can you help me visit a doctor 3276,doctor_booking
Mujhe exercise suggest karo 633,exercise_suggestion
What should I eat for good health 232,diet_suggestion
I need help reaching hospital 2043,transport_booking
I feel mentally stressed 6496,emotional_support
I forgot my blood pressure medicine 5804,medication_reminder
I want to schedule a health checkup 9147,doctor_booking
Recommend simple exercise for me 2997,exercise_suggestion
What should I eat for good health 8078,diet_suggestion
Help me travel to doctor clinic 4295,transport_booking
I feel nervous and anxious 4232,emotional_support
Mujhe medicine lena yaad dilao 7840,medication_reminder
I want to schedule a health checkup 5314,doctor_booking
Suggest chair yoga for seniors 4304,exercise_suggestion
Recommend nutrition plan 2379,diet_suggestion
Can you book cab for hospital 3551,transport_booking
I feel mentally stressed 2321,emotional_support
Please remind me about medicines 8329,medication_reminder
Book doctor appointment for me 1739,doctor_booking
How can I improve mobility 4785,exercise_suggestion
Healthy khabar suggest koro 2523,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 9179,transport_booking
I feel helpless today 2528,emotional_support
Please remind me about medicines 2927,medication_reminder
Mujhe doctor appointment chahiye 6636,doctor_booking
Suggest yoga for elderly 6178,exercise_suggestion
Recommend nutrition plan 5531,diet_suggestion
Can you book cab for hospital 6089,transport_booking
Nobody talks to me anymore 6384,emotional_support
I missed my diabetes tablet 7845,medication_reminder
I want to schedule a health checkup 1093,doctor_booking
Recommend light exercise 8710,exercise_suggestion
Suggest healthy food for elderly 4450,diet_suggestion
Help me travel to doctor clinic 8058,transport_booking
I feel depressed today 1713,emotional_support
I missed my diabetes tablet 104,medication_reminder
Please help me contact a doctor 5166,doctor_booking
Suggest walking exercises 9157,exercise_suggestion
Healthy khabar suggest koro 2000,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 2433,transport_booking
I feel lonely today 1176,emotional_support
I missed my diabetes tablet 6314,medication_reminder
Can you help me visit a doctor 6575,doctor_booking
Suggest yoga for elderly 8335,exercise_suggestion
Healthy khabar suggest koro 6543,diet_suggestion
Can you book cab for hospital 9354,transport_booking
I feel very unhappy today 5987,emotional_support
Mujhe medicine lena yaad dilao 1037,medication_reminder
Mujhe doctor appointment chahiye 4536,doctor_booking
Suggest chair yoga for seniors 738,exercise_suggestion
Mujhe healthy diet chahiye 5218,diet_suggestion
Transport arrange koro 9318,transport_booking
I miss my family 2856,emotional_support
I forgot my blood pressure medicine 6035,medication_reminder
I need a doctor consultation 7015,doctor_booking
How can I stay active 1180,exercise_suggestion
What should I eat for good health 9278,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 5406,transport_booking
I feel mentally exhausted 4451,emotional_support
Remind me to take my medicine 9332,medication_reminder
I need a doctor consultation 9441,doctor_booking
Mujhe exercise suggest karo 9707,exercise_suggestion
Suggest diabetic diet 9682,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 7387,transport_booking
I feel nervous and anxious 8138,emotional_support
Medicine khete bhule gechi 3029,medication_reminder
Book doctor appointment for me 7818,doctor_booking
Suggest yoga for elderly 2247,exercise_suggestion
Suggest healthy food for elderly 4156,diet_suggestion
Help me arrange transportation 7121,transport_booking
I feel anxious about my health 245,emotional_support
I forgot my blood pressure medicine 8129,medication_reminder
I need a doctor consultation 2228,doctor_booking
Recommend light exercise 2453,exercise_suggestion
Healthy khabar suggest koro 1201,diet_suggestion
Can you book cab for hospital 9365,transport_booking
I feel sad and alone 7046,emotional_support
I need medicine reminder support 6612,medication_reminder
Please help me contact a doctor 8716,doctor_booking
How can I improve mobility 7437,exercise_suggestion
What foods improve energy 596,diet_suggestion
I need help reaching hospital 3533,transport_booking
I miss my family 2703,emotional_support
Mujhe medicine lena yaad dilao 8038,medication_reminder
Please help me contact a doctor 3791,doctor_booking
Recommend light exercise 9863,exercise_suggestion
Recommend nutrition plan 2161,diet_suggestion
I need help reaching hospital 6380,transport_booking
I feel lonely today 7543,emotional_support
Medicine khete bhule gechi 9450,medication_reminder
Please help me contact a doctor 8925,doctor_booking
Mujhe exercise suggest karo 5774,exercise_suggestion
Suggest diabetic diet 3408,diet_suggestion
Transport arrange koro 3327,transport_booking
I feel emotionally weak 9874,emotional_support
I forgot my blood pressure medicine 6263,medication_reminder
Mujhe doctor appointment chahiye 5059,doctor_booking
Suggest walking exercises 506,exercise_suggestion
How can I improve nutrition 9474,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 2977,transport_booking
I feel sad and alone 2043,emotional_support
Please remind me about medicines 749,medication_reminder
Can you help me visit a doctor 1984,doctor_booking
How can I improve mobility 1135,exercise_suggestion
Mujhe healthy diet chahiye 386,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 7968,transport_booking
I need someone to talk to 4462,emotional_support
When should I take insulin 9225,medication_reminder
Please help me contact a doctor 4655,doctor_booking
Suggest chair yoga for seniors 113,exercise_suggestion
Suggest healthy food for elderly 20,diet_suggestion
Help me arrange transportation 6896,transport_booking
I feel nervous and anxious 7607,emotional_support
Mujhe medicine lena yaad dilao 5017,medication_reminder
Doctor appointment book koro 8926,doctor_booking
Mujhe exercise suggest karo 8134,exercise_suggestion
What foods improve energy 4879,diet_suggestion
I need help reaching hospital 9718,transport_booking
I feel ignored by everyone 5072,emotional_support
I forgot my blood pressure medicine 6878,medication_reminder
I want to schedule a health checkup 6319,doctor_booking
Exercise suggest koro 6990,exercise_suggestion
Suggest healthy food for elderly 4210,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 542,transport_booking
I feel lonely today 6664,emotional_support
I missed my diabetes tablet 5784,medication_reminder
Mujhe doctor appointment chahiye 3615,doctor_booking
Suggest chair yoga for seniors 3264,exercise_suggestion
Suggest healthy food for elderly 9648,diet_suggestion
Help me travel to doctor clinic 4463,transport_booking
I feel helpless today 6990,emotional_support
I need medicine reminder support 3056,medication_reminder
Please help me contact a doctor 7232,doctor_booking
Recommend light exercise 1801,exercise_suggestion
Recommend balanced diet 5868,diet_suggestion
Help me arrange transportation 9328,transport_booking
I need someone to talk to 3650,emotional_support
Medicine khete bhule gechi 3374,medication_reminder
Book doctor appointment for me 6078,doctor_booking
How can I improve mobility 7635,exercise_suggestion
Suggest healthy food for elderly 2937,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 5731,transport_booking
I feel emotionally weak 2647,emotional_support
Please remind me to take my pills 2640,medication_reminder
Please help me contact a doctor 6776,doctor_booking
Suggest walking exercises 6989,exercise_suggestion
Healthy khabar suggest koro 3847,diet_suggestion
I need transport assistance 5145,transport_booking
I am feeling emotionally down 4752,emotional_support
Please remind me to take my pills 9169,medication_reminder
Mujhe doctor appointment chahiye 6447,doctor_booking
Exercise suggest koro 4616,exercise_suggestion
What foods improve energy 7121,diet_suggestion
Can you book cab for hospital 4892,transport_booking
I cannot sleep because of stress 4289,emotional_support
When should I take insulin 3628,medication_reminder
Doctor appointment book koro 4218,doctor_booking
Recommend light exercise 5003,exercise_suggestion
Recommend balanced diet 1988,diet_suggestion
Help me travel to doctor clinic 9329,transport_booking
I am feeling emotionally down 9652,emotional_support
I missed my diabetes tablet 9953,medication_reminder
I want to schedule a health checkup 4235,doctor_booking
How can I stay active 9476,exercise_suggestion
Suggest soft food for elderly 4671,diet_suggestion
Can you book cab for hospital 9420,transport_booking
I feel depressed today 6717,emotional_support
When should I take insulin 282,medication_reminder
Can you help me visit a doctor 2394,doctor_booking
Suggest walking exercises 783,exercise_suggestion
Recommend balanced diet 5378,diet_suggestion
Help me travel to doctor clinic 2103,transport_booking
I am feeling emotionally down 7816,emotional_support
I missed my diabetes tablet 9431,medication_reminder
Doctor appointment book koro 1635,doctor_booking
Suggest walking exercises 2584,exercise_suggestion
What should I eat for good health 131,diet_suggestion
I need help reaching hospital 2115,transport_booking
Nobody talks to me anymore 2840,emotional_support
I forgot my blood pressure medicine 7844,medication_reminder
Book doctor appointment for me 7847,doctor_booking
Exercise suggest koro 4938,exercise_suggestion
How can I improve nutrition 5698,diet_suggestion
Can you book cab for hospital 4704,transport_booking
I feel mentally exhausted 6071,emotional_support
Medicine khete bhule gechi 7744,medication_reminder
Can you help me visit a doctor 2059,doctor_booking
Suggest yoga for elderly 4005,exercise_suggestion
Suggest healthy food for elderly 704,diet_suggestion
Transport arrange koro 4558,transport_booking
I feel helpless today 7092,emotional_support
When should I take insulin 6251,medication_reminder
I need a doctor consultation 2432,doctor_booking
How can I improve mobility 3661,exercise_suggestion
Recommend balanced diet 895,diet_suggestion
Book transport for hospital visit 2318,transport_booking
I feel emotionally broken 1748,emotional_support
Please remind me about medicines 1881,medication_reminder
I want to schedule a health checkup 7561,doctor_booking
Exercise suggest koro 6447,exercise_suggestion
Mujhe healthy diet chahiye 8664,diet_suggestion
Help me travel to doctor clinic 3119,transport_booking
I cannot sleep because of stress 9542,emotional_support
Medicine khete bhule gechi 7723,medication_reminder
Book doctor appointment for me 9100,doctor_booking
Mujhe exercise suggest karo 1293,exercise_suggestion
Recommend balanced diet 9986,diet_suggestion
Can you book cab for hospital 1127,transport_booking
I feel depressed today 5907,emotional_support
Please remind me to take my pills 4889,medication_reminder
I want to schedule a health checkup 4250,doctor_booking
Exercise suggest koro 6498,exercise_suggestion
What foods improve energy 3626,diet_suggestion
I need transport assistance 1188,transport_booking
I feel sad and alone 8881,emotional_support
Please remind me to take my pills 6079,medication_reminder
Book doctor appointment for me 3354,doctor_booking
How can I stay active 3008,exercise_suggestion
Suggest diabetic diet 6675,diet_suggestion
Help me arrange transportation 2224,transport_booking
Nobody talks to me anymore 4075,emotional_support
I missed my diabetes tablet 5080,medication_reminder
Please help me contact a doctor 4797,doctor_booking
Can elderly people do stretching 4344,exercise_suggestion
What foods improve energy 3407,diet_suggestion
I need transport assistance 307,transport_booking
I feel scared about my condition 3801,emotional_support
I forgot to take my tablets 9494,medication_reminder
I need medical consultation 8265,doctor_booking
Mujhe exercise suggest karo 8852,exercise_suggestion
Suggest healthy food for elderly 536,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 2308,transport_booking
I feel helpless today 4598,emotional_support
Mujhe medicine lena yaad dilao 9545,medication_reminder
Book doctor appointment for me 2507,doctor_booking
Recommend light exercise 7984,exercise_suggestion
Suggest soft food for elderly 4687,diet_suggestion
I need transport assistance 7632,transport_booking
I feel depressed today 3086,emotional_support
Remind me to take my medicine 4950,medication_reminder
I want to schedule a health checkup 5219,doctor_booking
Suggest yoga for elderly 2543,exercise_suggestion
Suggest diabetic diet 8792,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 769,transport_booking
I feel anxious about my health 2654,emotional_support
Please remind me to take my pills 9987,medication_reminder
Doctor appointment book koro 6917,doctor_booking
Mujhe exercise suggest karo 5544,exercise_suggestion
Recommend nutrition plan 7348,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 2613,transport_booking
I feel isolated 3294,emotional_support
Please remind me about medicines 8525,medication_reminder
Can you help me visit a doctor 3831,doctor_booking
Suggest yoga for elderly 2234,exercise_suggestion
Suggest healthy food for elderly 2203,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 6575,transport_booking
I feel helpless today 1767,emotional_support
I missed my diabetes tablet 3350,medication_reminder
Book doctor appointment for me 3764,doctor_booking
Suggest yoga for elderly 3596,exercise_suggestion
Suggest diabetic diet 4156,diet_suggestion
Help me travel to doctor clinic 7676,transport_booking
I feel ignored by everyone 1110,emotional_support
I forgot my blood pressure medicine 7009,medication_reminder
Please help me contact a doctor 5984,doctor_booking
Suggest yoga for elderly 7169,exercise_suggestion
What foods improve energy 2327,diet_suggestion
I need help reaching hospital 9989,transport_booking
I am feeling emotionally down 5692,emotional_support
Medicine khete bhule gechi 4082,medication_reminder
Book doctor appointment for me 2844,doctor_booking
How can I stay active 6066,exercise_suggestion
Suggest diabetic diet 919,diet_suggestion
I need transport assistance 2836,transport_booking
I feel sad and alone 9531,emotional_support
Please remind me to take my pills 4233,medication_reminder
Please help me contact a doctor 2796,doctor_booking
Suggest walking exercises 476,exercise_suggestion
Suggest diabetic diet 4438,diet_suggestion
Help me arrange transportation 765,transport_booking
I feel mentally stressed 8851,emotional_support
When should I take insulin 7512,medication_reminder
I need a doctor consultation 9528,doctor_booking
Suggest yoga for elderly 1489,exercise_suggestion
Suggest soft food for elderly 2672,diet_suggestion
Help me arrange transportation 2170,transport_booking
I feel scared about my condition 854,emotional_support
Medicine khete bhule gechi 959,medication_reminder
Please help me contact a doctor 6777,doctor_booking
How can I stay active 8954,exercise_suggestion
Suggest soft food for elderly 1665,diet_suggestion
I need help reaching hospital 8114,transport_booking
I cannot sleep because of stress 4268,emotional_support
Mujhe medicine lena yaad dilao 1735,medication_reminder
Can you help me visit a doctor 4321,doctor_booking
Suggest yoga for elderly 6330,exercise_suggestion
Mujhe healthy diet chahiye 8874,diet_suggestion
Can you book cab for hospital 8796,transport_booking
I feel ignored by everyone 2525,emotional_support
I forgot to take my tablets 2431,medication_reminder
Mujhe doctor appointment chahiye 8287,doctor_booking
Recommend light exercise 2948,exercise_suggestion
Recommend nutrition plan 5189,diet_suggestion
Book transport for hospital visit 9584,transport_booking
I cannot sleep because of stress 6313,emotional_support
Mujhe medicine lena yaad dilao 8746,medication_reminder
Doctor appointment book koro 4174,doctor_booking
Recommend simple exercise for me 2416,exercise_suggestion
Suggest diabetic diet 7954,diet_suggestion
Can you book cab for hospital 3075,transport_booking
I feel ignored by everyone 9395,emotional_support
I forgot my blood pressure medicine 3053,medication_reminder
I need a doctor consultation 2130,doctor_booking
Recommend light exercise 1409,exercise_suggestion
Suggest healthy food for elderly 1954,diet_suggestion
I need help reaching hospital 8414,transport_booking
Nobody talks to me anymore 3862,emotional_support
Medicine khete bhule gechi 9058,medication_reminder
I need medical consultation 820,doctor_booking
Recommend light exercise 7446,exercise_suggestion
Suggest healthy food for elderly 7942,diet_suggestion
Transport arrange koro 591,transport_booking
I feel sad and alone 9802,emotional_support
Please remind me about medicines 5776,medication_reminder
I need a doctor consultation 9630,doctor_booking
How can I improve mobility 4126,exercise_suggestion
Mujhe healthy diet chahiye 2920,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 1793,transport_booking
I feel very unhappy today 1672,emotional_support
Please remind me about medicines 2876,medication_reminder
Can you help me visit a doctor 8065,doctor_booking
Mujhe exercise suggest karo 4171,exercise_suggestion
Suggest diabetic diet 3610,diet_suggestion
I need help reaching hospital 2979,transport_booking
I feel anxious about my health 352,emotional_support
Medicine khete bhule gechi 4740,medication_reminder
Can you help me visit a doctor 2365,doctor_booking
Recommend light exercise 6156,exercise_suggestion
Recommend nutrition plan 6175,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 4271,transport_booking
I feel helpless today 6267,emotional_support
I missed my diabetes tablet 3200,medication_reminder
Book doctor appointment for me 8841,doctor_booking
Suggest walking exercises 3316,exercise_suggestion
